slug,title,year,importance,theme,subtheme,citationCount,status,download_url,file_path,file_type,bytes,download_reason,error,manual_path_hint,source_url,doi,arxiv
multi-source-models-for-civil-unrest-forecasting-2646edde14,Multi-Source Models for Civil Unrest Forecasting,2016,Curated,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,27,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/multi-source-models-for-civil-unrest-forecasting-2646edde14.pdf,https://www.semanticscholar.org/paper/02099cbba1256232aa1a26fa88be9796db514846,10.1007/s13278-016-0355-8,
multilingual-protest-news-detection-shared-task-1-case-2021-77aede3670,"Multilingual Protest News Detection - Shared Task 1, CASE 2021",2021,Curated,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,49,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/multilingual-protest-news-detection-shared-task-1-case-2021-77aede3670.pdf,https://www.semanticscholar.org/paper/766e30612f93e2e2b1f517fbb0f6fa4c7e953b71,10.18653/v1/2021.case-1.11,
navigating-the-web-of-disinformation-and-misinformation-large-language-models-86ec7f2465,Navigating the Web of Disinformation and Misinformation: Large Language Models as Double-Edged Swords,2025,Curated,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,38,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/navigating-the-web-of-disinformation-and-misinformation-large-language-models-86ec7f2465.pdf,https://www.semanticscholar.org/paper/e16de517467afaee836fe81db74622fe54bbb3e0,10.1109/ACCESS.2024.3406644,
network-formation-and-dynamics-among-multi-llms-6667af2d7d,Network formation and dynamics among multi-LLMs,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",35,downloaded,https://arxiv.org/pdf/2402.10659,data/paper_cache/downloads/network-formation-and-dynamics-among-multi-llms-6667af2d7d.pdf,pdf,18080605,arxiv,,,https://www.semanticscholar.org/paper/2acbb0a3833c13ecaec963e6b481c13152d5d585,10.1093/pnasnexus/pgaf317,2402.10659
new-parameters-of-power-on-llm-based-manipulation-and-control-bdcdef23f0,New parameters of power: On LLM-based manipulation and control and the spectre of strategic AI,2026,Watchlist,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/new-parameters-of-power-on-llm-based-manipulation-and-control-bdcdef23f0.pdf,https://www.semanticscholar.org/paper/fdeddbfc88a935c4829a059c86b7f18c41b66811,10.1177/20539517261426450,
nicer-than-humans-how-do-large-language-models-behave-in-514aed1eba,Nicer Than Humans: How do Large Language Models Behave in the Prisoner's Dilemma?,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,65,downloaded,https://arxiv.org/pdf/2406.13605,data/paper_cache/downloads/nicer-than-humans-how-do-large-language-models-behave-in-514aed1eba.pdf,pdf,478944,arxiv,,,https://www.semanticscholar.org/paper/9b2743735f7ae61c4b54fdc46193b626014ee102,10.48550/arXiv.2406.13605,2406.13605
nuclear-weapons-and-coercive-diplomacy-f47f6f8102,Nuclear Weapons and Coercive Diplomacy,2017,Important,Political Science and Strategic Judgment Foundations,"Deterrence, coercion, and nuclear strategy",67,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/nuclear-weapons-and-coercive-diplomacy-f47f6f8102.pdf,https://www.semanticscholar.org/paper/5c640b359f5f003fd1cfedd3b970730574a35f13,10.1017/9781316227305,
oasis-open-agent-social-interaction-simulations-with-one-million-agents-c2f4ffc963,OASIS: Open Agent Social Interaction Simulations with One Million Agents,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,97,downloaded,https://arxiv.org/pdf/2411.11581,data/paper_cache/downloads/oasis-open-agent-social-interaction-simulations-with-one-million-agents-c2f4ffc963.pdf,pdf,9775537,arxiv,,,https://www.semanticscholar.org/paper/9a6206f4ea5a809132c1df7697c37a53b88aeff3,10.48550/arXiv.2411.11581,2411.11581
on-large-language-models-in-national-security-applications-66a372acef,On Large Language Models in National Security Applications,2024,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",National security applications and doctrine,31,downloaded,https://arxiv.org/pdf/2407.03453,data/paper_cache/downloads/on-large-language-models-in-national-security-applications-66a372acef.pdf,pdf,304830,arxiv,,,https://www.semanticscholar.org/paper/bd802c99e2c2f5ead95507f252d6403f54077f18,10.1002/sta4.70057,2407.03453
open-ended-wargames-with-large-language-models-800982d3ff,Open-Ended Wargames with Large Language Models,2024,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,6,downloaded,https://arxiv.org/pdf/2404.11446,data/paper_cache/downloads/open-ended-wargames-with-large-language-models-800982d3ff.pdf,pdf,361583,arxiv,,,https://arxiv.org/html/2404.11446v1,10.48550/arXiv.2404.11446,2404.11446
openep-open-ended-future-event-prediction-7ab945796a,OpenEP: Open-Ended Future Event Prediction,2024,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,12,downloaded,https://arxiv.org/pdf/2408.06578,data/paper_cache/downloads/openep-open-ended-future-event-prediction-7ab945796a.pdf,pdf,2825646,arxiv,,,https://arxiv.org/html/2408.06578v2,10.1145/3802922,2408.06578
opportunities-and-risks-of-llms-for-scalable-deliberation-with-polis-c44e0a83c9,Opportunities and Risks of LLMs for Scalable Deliberation with Polis,2023,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,60,downloaded,https://arxiv.org/pdf/2306.11932,data/paper_cache/downloads/opportunities-and-risks-of-llms-for-scalable-deliberation-with-polis-c44e0a83c9.pdf,pdf,1185872,arxiv,,,https://www.semanticscholar.org/paper/ede87ffc69414d3ca86c5e57b96757d0245eab82,10.48550/arXiv.2306.11932,2306.11932
oracleproto-a-reproducible-framework-for-benchmarking-llm-native-forecasting-via-6b56abbe1c,OracleProto: A Reproducible Framework for Benchmarking LLM Native Forecasting via Knowledge Cutoff and Temporal Masking,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,0,downloaded,https://arxiv.org/pdf/2605.03762,data/paper_cache/downloads/oracleproto-a-reproducible-framework-for-benchmarking-llm-native-forecasting-via-6b56abbe1c.pdf,pdf,1866346,arxiv,,,https://www.semanticscholar.org/paper/ee0a3d33b5c2cc4f630dd4457aa9a175d5688f7a,,2605.03762
out-of-one-many-using-language-models-to-simulate-human-34462bb538,"Out of One, Many: Using Language Models to Simulate Human Samples",2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,1023,downloaded,https://arxiv.org/pdf/2209.06899,data/paper_cache/downloads/out-of-one-many-using-language-models-to-simulate-human-34462bb538.pdf,pdf,3204201,arxiv,,,https://www.cambridge.org/core/journals/political-analysis/article/out-of-one-many-using-language-models-to-simulate-human-samples/035D7C8A55B237942FB6DBAD7CAA4E49,10.1017/pan.2023.2,2209.06899
parlai-vote-a-web-platform-for-analyzing-gender-and-political-5d17cd88ce,ParlAI Vote: A Web Platform for Analyzing Gender and Political Bias in Large Language Models,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,0,downloaded,https://arxiv.org/pdf/2509.16264,data/paper_cache/downloads/parlai-vote-a-web-platform-for-analyzing-gender-and-political-5d17cd88ce.pdf,pdf,670206,arxiv,,,https://www.semanticscholar.org/paper/305a4236ab10d66749ebf682e4a5e6798c42d0da,,2509.16264
parliabench-an-evaluation-and-benchmarking-framework-for-llm-generated-parliamen-32f9bce8c7,ParliaBench: An Evaluation and Benchmarking Framework for LLM-Generated Parliamentary Speech,2025,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,0,downloaded,https://arxiv.org/pdf/2511.08247,data/paper_cache/downloads/parliabench-an-evaluation-and-benchmarking-framework-for-llm-generated-parliamen-32f9bce8c7.pdf,pdf,3525459,arxiv,,,https://www.semanticscholar.org/paper/c613fceaa22fb40d71427f3b8f5dc2875b53418e,10.48550/arXiv.2511.08247,2511.08247
pearl-harbor-warning-and-decision-754deab35a,Pearl Harbor: Warning and Decision,1962,Core,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,129,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/pearl-harbor-warning-and-decision-754deab35a.pdf,https://www.semanticscholar.org/paper/0cdc0746b4c5678c9bd455f74f30c75ee3477381,10.2307/2611225,
perception-and-misperception-in-international-politics-64e87728de,Perception and Misperception in International Politics,1976,Core,Political Science and Strategic Judgment Foundations,"International politics, intelligence, and crisis judgment",2913,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/perception-and-misperception-in-international-politics-64e87728de.pdf,https://www.semanticscholar.org/paper/4339c93c91e296e34ce08cb3555e48d6244ac0f8,10.2307/2148357,
performance-and-biases-of-large-language-models-in-public-opinion-c71b32afb8,Performance and biases of Large Language Models in public opinion simulation,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Public opinion, polling, and political annotation",97,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/performance-and-biases-of-large-language-models-in-public-opinion-c71b32afb8.pdf,https://www.semanticscholar.org/paper/e6d14d140c4faaf8f3d9f47e61cc5c6091bccf1e,10.1057/s41599-024-03609-x,
persona-driven-simulation-of-voting-behavior-in-the-european-parliament-a074bc7dbb,Persona-driven Simulation of Voting Behavior in the European Parliament with Large Language Models,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,0,downloaded,https://arxiv.org/pdf/2506.11798,data/paper_cache/downloads/persona-driven-simulation-of-voting-behavior-in-the-european-parliament-a074bc7dbb.pdf,pdf,1138554,arxiv,,,https://www.semanticscholar.org/paper/f4e98cd3a09593e02240f97dab0e75ea556bec75,10.48550/arXiv.2506.11798,2506.11798
pitfalls-in-evaluating-language-model-forecasters-e48e1aaf45,Pitfalls in Evaluating Language Model Forecasters,2025,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,12,downloaded,https://arxiv.org/pdf/2506.00723,data/paper_cache/downloads/pitfalls-in-evaluating-language-model-forecasters-e48e1aaf45.pdf,pdf,2488553,arxiv,,,https://www.semanticscholar.org/paper/aceb94676d003e84cdc29a9c72259c3d412c7e61,10.48550/arXiv.2506.00723,2506.00723
playing-repeated-games-with-large-language-models-3d20246b56,Playing repeated games with large language models,2023,Important,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,243,downloaded,https://arxiv.org/pdf/2305.16867,data/paper_cache/downloads/playing-repeated-games-with-large-language-models-3d20246b56.pdf,pdf,1645908,arxiv,,,https://www.semanticscholar.org/paper/3f98cf521222c65522200037c0eb95a17081b2dd,10.1038/s41562-025-02172-y,2305.16867
policon-evaluating-llms-on-achieving-diverse-political-consensus-objectives-88447ae4eb,PoliCon: Evaluating LLMs on Achieving Diverse Political Consensus Objectives,2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,2,downloaded,https://arxiv.org/pdf/2505.19558,data/paper_cache/downloads/policon-evaluating-llms-on-achieving-diverse-political-consensus-objectives-88447ae4eb.pdf,pdf,12284169,arxiv,,,https://www.semanticscholar.org/paper/258d264d7fa1e9f35e16baa91ca602f99d36563d,,2505.19558
political-actor-agent-simulating-legislative-politics-with-llm-agents-bee492efd4,Political Actor Agent: Simulating Legislative Politics with LLM Agents,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion",Legislative and political-agent simulation,6,downloaded,https://arxiv.org/pdf/2412.07144,data/paper_cache/downloads/political-actor-agent-simulating-legislative-politics-with-llm-agents-bee492efd4.pdf,pdf,681160,arxiv,,,https://arxiv.org/abs/2412.07144,10.48550/arXiv.2412.07144,2412.07144
political-biases-and-inconsistencies-in-bilingual-gpt-models-the-cases-d48f04baad,Political biases and inconsistencies in bilingual GPT models—the cases of the U.S. and China,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,11,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/political-biases-and-inconsistencies-in-bilingual-gpt-models-the-cases-d48f04baad.pdf,https://www.semanticscholar.org/paper/4dfa4b7f9eca1b90778dfc6543ec074ba56683e3,10.1038/s41598-024-76395-w,
political-compass-or-spinning-arrow-towards-more-meaningful-evaluations-for-1f9752596c,Political Compass or Spinning Arrow? Towards More Meaningful Evaluations for Values and Opinions in Large Language Models,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",155,downloaded,https://arxiv.org/pdf/2402.16786,data/paper_cache/downloads/political-compass-or-spinning-arrow-towards-more-meaningful-evaluations-for-1f9752596c.pdf,pdf,2031074,arxiv,,,https://www.semanticscholar.org/paper/5bd44a34457d3f323eea4d961dd762003be3961d,10.48550/arXiv.2402.16786,2402.16786
political-event-coding-as-text-to-text-sequence-generation-1c7575c2a3,Political Event Coding as Text-to-Text Sequence Generation,2022,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,3,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/political-event-coding-as-text-to-text-sequence-generation-1c7575c2a3.pdf,https://www.semanticscholar.org/paper/f4666ec25c7af298ed359c0eca05295b908bab59,10.18653/v1/2022.case-1.16,
political-science-keds-a-program-for-the-machine-coding-of-24d9f97a10,Political Science: KEDS-A Program for the Machine Coding of Event Data,1994,Core,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,165,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/political-science-keds-a-program-for-the-machine-coding-of-24d9f97a10.pdf,https://www.semanticscholar.org/paper/f2a0ce8d7316814628853ec135d465e25dd89279,10.1177/089443939401200408,
political-llm-large-language-models-in-political-science-8d55487bf6,Political-LLM: Large Language Models in Political Science,2024,Core,"Foundations, Surveys, and Methods",Political science and computational social science overviews,32,downloaded,https://arxiv.org/pdf/2412.06864,data/paper_cache/downloads/political-llm-large-language-models-in-political-science-8d55487bf6.pdf,pdf,7120990,arxiv,,,https://arxiv.org/abs/2412.06864,10.48550/arXiv.2412.06864,2412.06864
